zone_id,avg_rainfall_mm,flood_incidents_per_year,avg_aqi,curfew_days_per_year,hub_closure_days,avg_temp_peak,risk_cluster,risk_label,risk_map_score
ZONE_196,1143.7423825313113,0,197.71262084274056,2,18,37.28866472451085,2,Medium Risk,40.5
ZONE_197,1366.2433379383501,4,173.8549817964373,5,18,30.750475496340307,2,Medium Risk,51.5
ZONE_198,1353.2123515446524,8,385.5195120596272,4,10,34.81631399579693,1,High Risk,71.0
ZONE_199,1213.8382096149112,11,114.52982223763712,4,4,31.296493506935242,2,Medium Risk,55.0
ZONE_200,1034.641140000574,9,81.61793620216275,4,4,31.4116382311418,2,Medium Risk,45.0
ZONE_201,309.3819544935635,13,319.84507393741745,0,7,46.962166403428846,0,Low Risk,49.5
ZONE_202,410.1173283229979,1,73.88739687393206,0,9,36.904922245695765,0,Low Risk,13.1
ZONE_203,1368.120445085203,0,342.97764674606026,2,5,43.77604527810719,1,High Risk,58.1
ZONE_204,988.3577775574669,13,203.01768872503524,9,14,40.79211122355363,2,Medium Risk,67.0
ZONE_205,211.95616710161855,9,370.4297870521699,3,15,41.528527246767844,0,Low Risk,43.4
ZONE_206,331.91300572584174,12,302.536501392667,4,16,30.63386876944077,0,Low Risk,43.3
ZONE_207,1062.5522998404726,10,263.6416334527852,1,7,32.683688936309714,1,High Risk,55.4
ZONE_208,206.5800590000843,8,382.257378970218,7,7,43.73500670308874,0,Low Risk,47.4
ZONE_209,409.0504668427483,9,188.827280568219,1,8,47.41532412949566,0,Low Risk,39.3
ZONE_210,913.3539261765619,8,383.93042778887155,8,1,33.253512851973035,1,High Risk,62.2
ZONE_211,1099.4637570005011,14,97.25044709742242,1,14,33.4313752950208,2,Medium Risk,54.0
ZONE_212,1047.5496373533806,8,219.31422967634447,8,17,37.457942656218094,2,Medium Risk,58.6
ZONE_213,491.5501022987277,5,144.4689278372682,6,2,47.67680625710876,0,Low Risk,37.4
ZONE_214,1125.8329877517967,14,238.9449726178677,7,16,33.37917891652942,2,Medium Risk,68.7
ZONE_215,508.4238137458401,7,106.70485726205462,1,3,36.139438192685276,0,Low Risk,28.3
ZONE_216,623.0196076070481,13,344.5353811085152,6,3,45.829600312470134,0,Low Risk,64.8
ZONE_217,1170.4388266534315,10,346.24274726009503,5,13,28.05842065242724,1,High Risk,64.8
ZONE_218,1044.5227687613792,14,384.33270945321766,3,8,28.795319299771393,1,High Risk,68.6
ZONE_219,1303.9904336424313,12,104.13524930913267,6,8,40.08143354142439,2,Medium Risk,64.9
ZONE_220,1054.8967599904463,0,268.1663928167468,3,17,46.14760329425694,1,High Risk,47.6
ZONE_221,938.8011843361131,9,215.98305804512935,1,9,32.77713320803855,2,Medium Risk,47.8
ZONE_222,321.7771981765202,3,170.53430621548165,9,3,37.39283549361418,0,Low Risk,28.9
ZONE_223,678.0305439772635,0,173.0390563969766,6,11,37.00930603315636,0,Low Risk,30.4
ZONE_224,544.7630779862432,7,194.4777427123633,7,7,37.45942692191021,0,Low Risk,40.9
ZONE_225,517.1865363928086,0,296.72394239113356,1,1,40.450393914594905,0,Low Risk,29.9
ZONE_226,1464.9137211781792,2,259.4001203938541,4,12,37.39487525981367,1,High Risk,58.1
ZONE_227,711.0270420667885,12,210.88852946639588,0,15,36.94936282644916,2,Medium Risk,47.4
ZONE_228,1359.6605217302472,3,76.57669362936772,6,1,37.48576840862521,1,High Risk,48.5
ZONE_229,1020.4802137964417,14,77.21787042763498,7,10,39.81734882542083,2,Medium Risk,59.9
ZONE_230,1233.254694604143,14,50.81878671902239,5,9,38.74014976702717,2,Medium Risk,61.6
ZONE_231,853.4282210367497,14,388.6947858724803,4,14,45.082719953010084,1,High Risk,72.8
ZONE_232,949.9750500142668,7,51.83883649543472,5,16,28.98993706987333,2,Medium Risk,37.5
ZONE_233,840.273001964523,5,86.0828111048107,1,7,44.666341429460246,0,Low Risk,37.0
ZONE_234,453.81588413745783,13,160.1087948832938,0,17,44.87849225223448,2,Medium Risk,43.2
ZONE_235,1139.187749839957,9,332.6005881358664,6,8,33.69816043061922,1,High Risk,65.3
ZONE_236,565.0040711731126,11,386.73457501744116,6,7,37.257039100317016,0,Low Risk,58.0
ZONE_237,231.61075636088998,6,326.5047455771496,9,13,36.770769770748714,0,Low Risk,40.0
ZONE_238,1039.113984679318,13,291.69608135597423,9,17,32.370196687082604,2,Medium Risk,69.3
ZONE_239,430.24388322916366,7,232.4552335947493,1,19,35.935936941726325,2,Medium Risk,33.3
ZONE_240,1422.5961596587886,1,80.34682415176427,1,19,28.88775544341709,2,Medium Risk,37.8
ZONE_241,1440.1071501033637,12,385.35977755137566,0,11,33.55644145563469,1,High Risk,75.3
ZONE_242,1389.3237072865832,9,315.4373448809885,9,18,44.333643509014365,1,High Risk,79.4
ZONE_243,681.2063103320777,13,273.63228486699165,7,13,33.69124603525795,2,Medium Risk,57.2
ZONE_244,220.09360148752765,10,315.6625459385974,7,16,44.36413337496495,0,Low Risk,47.6
ZONE_245,1406.814131364043,7,303.43616524559854,0,2,38.63198929208862,1,High Risk,64.0
ZONE_246,756.6393928125086,2,273.0310529263204,7,6,45.597253547223204,0,Low Risk,46.9
ZONE_247,1456.6512647567704,6,393.2018800629959,8,16,39.495591085288304,1,High Risk,77.2
ZONE_248,1452.7059702160286,2,366.17733442260874,3,11,28.593364461294797,1,High Risk,58.4
ZONE_249,1308.9122921075682,14,276.3327216910072,0,8,41.508404150941786,1,High Risk,72.9
ZONE_250,582.7835596904614,6,292.6113240099237,0,14,28.897071360471372,0,Low Risk,34.6
ZONE_251,700.6270471825028,13,68.0585323305485,2,17,37.011940379662676,2,Medium Risk,42.7
ZONE_252,1306.477672971914,10,284.4711125925137,4,12,46.58853388946228,1,High Risk,73.1
ZONE_253,611.9986067031609,14,65.45790319853506,4,7,31.304078786757003,2,Medium Risk,41.0
ZONE_254,420.3405706919202,11,255.89231493947588,8,13,35.79744705883088,0,Low Risk,47.9
ZONE_255,923.8416411958552,12,399.7737248480422,9,7,42.597206176969564,1,High Risk,75.8
ZONE_256,1417.0012064090154,1,244.53230350301288,1,13,45.64517112189695,1,High Risk,55.4
ZONE_257,1104.838735677465,9,215.6235413284667,1,6,41.41886009485016,1,High Risk,56.5
ZONE_258,941.0795211161744,5,159.49919977695563,5,11,33.16346508382338,2,Medium Risk,42.1
ZONE_259,326.3294419019991,2,92.18290257526255,8,10,41.492157058324324,0,Low Risk,23.9
ZONE_260,999.5093947089207,2,305.85828501039856,0,10,33.9345528220818,1,High Risk,42.4
ZONE_261,1487.0700051355423,14,117.40965972497065,8,12,42.3685845963747,2,Medium Risk,77.0
ZONE_262,382.1092198074812,8,90.34870743654953,8,17,47.08066255170081,2,Medium Risk,38.1
ZONE_263,873.8285480728578,6,197.6169309056794,8,1,42.42786902212576,0,Low Risk,51.8
ZONE_264,1340.584993506342,4,328.3696432856841,4,14,45.25761005824825,1,High Risk,65.9
ZONE_265,1162.9992030804658,11,310.77259184207713,8,19,28.042076863517668,2,Medium Risk,67.2
ZONE_266,1106.1204632938484,9,69.20891512626622,3,17,42.35144249463189,2,Medium Risk,50.7
ZONE_267,1113.229309183242,6,209.30028976265464,1,14,44.59175113730501,2,Medium Risk,53.0
ZONE_268,667.3384965856817,8,232.85210162490912,5,18,28.811174750893628,2,Medium Risk,41.8
ZONE_269,581.6693975438413,0,275.59132771903774,3,11,45.43195454576461,0,Low Risk,34.9
ZONE_270,1252.1695021220678,6,277.55857265512986,5,12,33.13388456620092,1,High Risk,58.9
ZONE_271,1253.147413082935,5,177.64403731005706,2,10,41.30584203956111,1,High Risk,52.6
ZONE_272,1327.1940141541347,9,246.2370179012299,5,4,44.007097580468134,1,High Risk,69.6
ZONE_273,1387.2127183234127,13,218.37165934543026,1,0,41.25329026118711,1,High Risk,70.9
ZONE_274,864.7451185192191,11,359.74942478314836,1,2,29.845695841465144,1,High Risk,55.9
ZONE_275,851.9711830933595,8,235.59279642221506,8,18,39.92643037720737,2,Medium Risk,55.5
ZONE_276,1237.7837326568076,0,204.36125661185656,6,6,38.99167313444287,1,High Risk,48.3
ZONE_277,1044.9531100110949,12,191.56990738864775,2,11,46.00642536148543,2,Medium Risk,61.8
ZONE_278,1112.5569404350144,3,250.349715801713,0,14,36.08479459288418,1,High Risk,45.1
ZONE_279,1234.5304702669314,8,331.39194279031415,7,4,34.421621941741,1,High Risk,67.5
ZONE_280,1357.0069443628363,3,238.44052163327564,5,14,42.99701528872933,1,High Risk,59.4
